Região,Porte,Desenvolvimento,Porte,Codigo,Município,,CrecheTotal,CrecheFederal,CrecheEstadual,CrecheMunicipal,CrechePrivada,,PreEscolaTotal,PreEscolaFederal,PreEscolaEstadual,PreEscolaMunicipal,PreEscolaPrivada,,EFAnosInciaisTotal,EFAnosInciaisFederal,EFAnosInciaisEstadual,EFAnosInciaisMunicipal,EFAnosInciaisPrivada,,EFAnosFinaisTotal,EFAnosFinaisFederal,EFAnosFinaisEstadual,EFAnosFinaisMunicipal,EFAnosFinaisPrivada,,EnsinoMédioRegularTotal,EnsinoMédioRegularFederal,EnsinoMédioRegularEstadual,EnsinoMédioRegularMunicipal,EnsinoMédioRegularPrivada,,EProfisIntegradoTotal,EProfisIntegradoFederal,EProfisIntegradoEstadual,EProfisIntegradoMunicipal,EProfisIntegradoPrivada,,EProfisConcomitanteTotal,EProfisConcomitanteFederal,EProfisConcomitanteEstadual,EProfisConcomitanteMunicipal,EProfisConcomitantePrivada,,EProfisSubsequenteTotal,EProfisSubsequenteFederal,EProfisSubsequenteEstadual,EProfisSubsequenteMunicipal,EProfisSubsequentePrivada,,EJATotal,,EJAEnsinoFundamentalTotal,EJAEnsinoFundamentalFederal,EJAEnsinoFundamentalEstadual,EJAEnsinoFundamentalMunicipal,EJAEnsinoFundamentalPrivada,,EJAEnsinoMédioTotal,EJAEnsinoMédioFederal,EJAEnsinoMédioEstadual,EJAEnsinoMédioMunicipal,EJAEnsinoMédioPrivada
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3544509,Rubinéia,,108,0,0,108,0,,97,0,0,97,0,,215,0,0,215,0,,196,0,196,0,0,,101,0,101,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3544608,Sabino,,119,0,0,119,0,,108,0,0,108,0,,271,0,0,264,7,,264,0,264,0,0,,120,0,120,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"73,00",,"24,00","0,00","24,00","0,00","0,00",,"49,00","0,00","49,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3544707,Sagres,,78,0,0,78,0,,60,0,0,60,0,,156,0,0,156,0,,118,0,118,0,0,,62,0,62,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"12,00",,"5,00","0,00","5,00","0,00","0,00",,"7,00","0,00","7,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3544806,Sales,,114,0,0,114,0,,143,0,0,143,0,,368,0,0,368,0,,313,0,313,0,0,,231,0,231,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"14,00",,"14,00","0,00","14,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3544905,Sales Oliveira,,271,0,0,115,156,,233,0,0,218,15,,572,0,0,529,43,,412,0,359,0,53,,212,0,212,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Metropolitana de São Paulo_Leste,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3545001,Salesópolis,,198,0,0,198,0,,438,0,0,438,0,,1055,0,0,1055,0,,1010,0,1010,0,0,,672,0,672,0,0,,54,0,54,0,0,,0,0,0,0,0,,0,0,0,0,0,,"11,00",,"0,00","0,00","0,00","0,00","0,00",,"11,00","0,00","11,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3545100,Salmourão,,121,0,0,121,0,,140,0,0,140,0,,286,0,0,286,0,,217,0,217,0,0,,136,0,136,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"24,00",,"8,00","0,00","4,00","4,00","0,00",,"16,00","0,00","16,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3545159,Saltinho,,199,0,0,199,0,,215,0,0,215,0,,524,0,0,524,0,,420,0,420,0,0,,209,0,209,0,0,,25,0,25,0,0,,0,0,0,0,0,,0,0,0,0,0,,"7,00",,"7,00","0,00","0,00","7,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3545209,Salto,,3340,0,0,2795,545,,3545,0,0,2892,653,,9105,0,2798,4511,1796,,6826,0,5248,166,1412,,5.905,302,4.906,0,697,,20,0,20,0,0,,471,48,0,2,421,,928,324,0,80,524,,"324,00",,"140,00","0,00","0,00","140,00","0,00",,"184,00","0,00","184,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3545308,Salto de Pirapora,,1019,0,0,886,133,,1093,0,0,927,166,,3061,0,201,2460,400,,2425,0,1750,454,221,,1.483,0,1.354,0,129,,208,0,208,0,0,,0,0,0,0,0,,0,0,0,0,0,,"121,00",,"38,00","0,00","38,00","0,00","0,00",,"83,00","0,00","83,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3545407,Salto Grande,,253,0,0,250,3,,197,0,0,187,10,,600,0,0,541,59,,396,0,388,0,8,,181,0,181,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"74,00",,"32,00","0,00","12,00","7,00","13,00",,"42,00","0,00","42,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3545506,Sandovalina,,125,0,0,125,0,,108,0,0,108,0,,253,0,0,253,0,,232,0,0,232,0,,187,0,187,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"33,00",,"11,00","0,00","11,00","0,00","0,00",,"22,00","0,00","22,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3545605,Santa Adélia,,300,0,0,287,13,,290,0,0,271,19,,791,0,0,698,93,,637,0,174,367,96,,343,0,309,0,34,,36,0,36,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3545704,Santa Albertina,,112,0,0,112,0,,165,0,0,165,0,,350,0,0,350,0,,279,0,279,0,0,,143,0,143,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 150.001 até 200.000 habitantes,3545803,Santa Bárbara d'Oeste,,4984,0,0,2963,2021,,4476,0,0,3548,928,,11566,0,1501,7902,2163,,8597,0,7262,0,1335,,6.656,0,6.042,0,614,,1041,0,1041,0,0,,178,0,146,0,32,,501,0,426,0,75,,"266,00",,"159,00","0,00","126,00","33,00","0,00",,"107,00","0,00","107,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3546009,Santa Branca,,273,0,0,231,42,,306,0,0,254,52,,772,0,0,693,79,,641,0,0,641,0,,410,0,410,0,0,,33,0,33,0,0,,0,0,0,0,0,,0,0,0,0,0,,"74,00",,"51,00","0,00","0,00","51,00","0,00",,"23,00","0,00","23,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3546108,Santa Clara d'Oeste,,99,0,0,99,0,,74,0,0,74,0,,144,0,0,144,0,,140,0,140,0,0,,60,0,60,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3546207,Santa Cruz da Conceição,,86,0,0,86,0,,78,0,0,78,0,,221,0,0,221,0,,164,0,164,0,0,,167,0,167,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3546256,Santa Cruz da Esperança,,73,0,0,73,0,,46,0,0,46,0,,144,0,0,144,0,,142,0,0,142,0,,107,0,107,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3546306,Santa Cruz das Palmeiras,,579,0,0,399,180,,726,0,0,642,84,,1899,0,0,1598,301,,1449,0,1267,0,182,,1.178,0,1.063,0,115,,233,0,233,0,0,,25,0,25,0,0,,122,0,122,0,0,,"20,00",,"14,00","0,00","0,00","14,00","0,00",,"6,00","0,00","6,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3546405,Santa Cruz do Rio Pardo,,1331,0,0,1006,325,,1220,0,0,1033,187,,3014,0,565,1743,706,,2690,0,1463,645,582,,1.829,0,1.504,0,325,,305,0,305,0,0,,38,0,35,0,3,,283,0,283,0,0,,"148,00",,"50,00","0,00","20,00","13,00","17,00",,"98,00","0,00","98,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3546504,Santa Ernestina,,188,0,0,188,0,,154,0,0,154,0,,313,0,0,313,0,,255,0,255,0,0,,207,0,207,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"11,00",,"0,00","0,00","0,00","0,00","0,00",,"11,00","0,00","11,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3546603,Santa Fé do Sul,,1088,0,0,1004,84,,865,0,0,747,118,,2198,0,0,1799,399,,1715,0,0,1406,309,,1.339,0,1.166,0,173,,313,0,313,0,0,,21,0,21,0,0,,120,0,54,66,0,,"97,00",,"38,00","0,00","0,00","38,00","0,00",,"59,00","0,00","59,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3546702,Santa Gertrudes,,637,0,0,637,0,,645,0,0,645,0,,1621,0,0,1621,0,,1395,0,0,1395,0,,1.170,0,1.170,0,0,,37,0,37,0,0,,0,0,0,0,0,,0,0,0,0,0,,"92,00",,"75,00","0,00","0,00","75,00","0,00",,"17,00","0,00","17,00","0,00","0,00"
Região Metropolitana de São Paulo_Leste,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 50.001 até 55.000 habitantes,3546801,Santa Isabel,,886,0,0,853,33,,1263,0,0,1174,89,,3395,0,0,3195,200,,2829,0,2638,0,191,,2.248,0,2.130,0,118,,452,0,452,0,0,,35,0,35,0,0,,114,0,114,0,0,,"684,00",,"249,00","0,00","226,00","23,00","0,00",,"435,00","0,00","435,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3546900,Santa Lúcia,,175,0,0,175,0,,148,0,0,148,0,,458,0,0,458,0,,303,0,303,0,0,,187,0,187,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3547007,Santa Maria da Serra,,182,0,0,182,0,,165,0,0,165,0,,375,0,0,375,0,,308,0,308,0,0,,248,0,248,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3547106,Santa Mercedes,,112,0,0,112,0,,75,0,0,75,0,,195,0,0,195,0,,140,0,140,0,0,,117,0,117,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"18,00",,"4,00","0,00","4,00","0,00","0,00",,"14,00","0,00","14,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3547403,Santa Rita d'Oeste,,67,0,0,67,0,,64,0,0,64,0,,113,0,0,113,0,,123,0,123,0,0,,54,0,54,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3547502,Santa Rita do Passa Quatro,,605,0,0,509,96,,509,0,0,416,93,,1291,0,0,871,420,,1109,0,499,178,432,,890,0,624,0,266,,147,0,147,0,0,,0,0,0,0,0,,128,0,79,0,49,,"76,00",,"28,00","0,00","28,00","0,00","0,00",,"48,00","0,00","48,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3547601,Santa Rosa de Viterbo,,537,0,0,340,197,,518,0,0,372,146,,1482,0,0,1179,303,,1197,0,1006,0,191,,883,0,784,0,99,,326,0,326,0,0,,32,0,32,0,0,,60,0,60,0,0,,"111,00",,"55,00","0,00","18,00","17,00","20,00",,"56,00","0,00","56,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3547650,Santa Salete,,51,0,0,51,0,,33,0,0,33,0,,132,0,110,22,0,,120,0,120,0,0,,132,0,132,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"21,00",,"5,00","0,00","5,00","0,00","0,00",,"16,00","0,00","16,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3547205,Santana da Ponte Pensa,,44,0,0,44,0,,15,0,0,15,0,,78,0,60,18,0,,73,0,73,0,0,,37,0,37,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Metropolitana de São Paulo_Oeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 150.001 até 200.000 habitantes,3547304,Santana de Parnaíba,,5533,0,0,4561,972,,4829,0,0,3831,998,,12942,0,0,10111,2831,,10371,0,0,8477,1894,,6.811,0,958,4.861,992,,974,0,958,0,16,,86,0,66,0,20,,415,0,294,0,121,,"285,00",,"119,00","0,00","0,00","119,00","0,00",,"166,00","0,00","0,00","166,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3547700,Santo Anastácio,,389,0,0,329,60,,367,0,0,266,101,,1069,0,0,570,499,,840,0,467,0,373,,589,0,383,0,206,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"58,00",,"29,00","0,00","29,00","0,00","0,00",,"29,00","0,00","29,00","0,00","0,00"
Região Metropolitana de São Paulo_Sudeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 700.001 até 750.000 habitantes,3547809,Santo André,,16349,0,0,8709,7640,,15686,0,0,10464,5222,,43204,0,5854,22277,15073,,35720,0,22632,0,13088,,28.747,0,20.885,0,7.862,,2729,0,1928,0,801,,634,0,376,0,258,,5315,0,917,0,4398,,2.523,,1.670,"0,00","0,00",1.670,"0,00",,"853,00","0,00","841,00","0,00","12,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3547908,Santo Antônio da Alegria,,176,0,0,176,0,,181,0,0,181,0,,387,0,0,387,0,,368,0,0,368,0,,224,0,224,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"20,00",,"14,00","0,00","0,00","14,00","0,00",,"6,00","0,00","6,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3548005,Santo Antônio de Posse,,707,0,0,682,25,,629,0,0,601,28,,1622,0,0,1532,90,,1212,0,0,1192,20,,747,0,747,0,0,,84,0,84,0,0,,0,0,0,0,0,,0,0,0,0,0,,"211,00",,"115,00","0,00","0,00","115,00","0,00",,"96,00","0,00","96,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3548054,Santo Antônio do Aracanguá,,213,0,0,213,0,,265,0,0,265,0,,551,0,0,551,0,,441,0,0,441,0,,414,0,414,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3548104,Santo Antônio do Jardim,,112,0,0,112,0,,152,0,0,149,3,,361,0,30,331,0,,382,0,382,0,0,,249,0,249,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3548203,Santo Antônio do Pinhal,,83,0,0,83,0,,223,0,0,211,12,,541,0,0,499,42,,399,0,0,390,9,,230,0,230,0,0,,59,0,59,0,0,,0,0,0,0,0,,0,0,0,0,0,,"32,00",,"6,00","0,00","6,00","0,00","0,00",,"26,00","0,00","26,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3548302,Santo Expedito,,73,0,0,73,0,,80,0,0,80,0,,173,0,0,173,0,,117,0,117,0,0,,142,0,142,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3548401,Santópolis do Aguapeí,,124,0,0,124,0,,95,0,0,95,0,,261,0,0,261,0,,183,0,183,0,0,,151,0,151,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Santos,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 400.001 até 450.000 habitantes,3548500,Santos,,9374,0,0,3261,6113,,8454,0,0,3249,5205,,24241,0,179,13838,10224,,19444,0,5947,4879,8618,,17.348,0,12.284,0,5.064,,2032,0,1819,0,213,,490,0,291,0,199,,3983,0,1116,0,2867,,3.261,,1.052,"0,00","422,00","607,00","23,00",,2.209,"0,00",1.984,"0,00","225,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3548609,São Bento do Sapucaí,,103,0,0,103,0,,204,0,0,204,0,,594,0,0,559,35,,572,0,509,0,63,,468,0,411,0,57,,11,0,11,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Metropolitana de São Paulo_Sudeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 800.001 até 850.000 habitantes,3548708,São Bernardo do Campo,,19383,0,0,11429,7954,,18950,0,0,15357,3593,,53468,0,12,41765,11691,,41453,0,30177,36,11240,,33.688,0,26.111,0,7.577,,3249,0,2726,0,523,,867,0,467,0,400,,6070,0,1284,0,4786,,3.801,,2.154,"0,00","9,00",1.865,"280,00",,1.647,"0,00","986,00","0,00","661,00"
Região Metropolitana de São Paulo_Sudeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 150.001 até 200.000 habitantes,3548807,São Caetano do Sul,,4055,0,0,3131,924,,3703,0,0,2615,1088,,10499,0,0,6719,3780,,10213,0,1328,5799,3086,,8.645,0,3.504,3.187,1.954,,1098,0,1098,0,0,,240,0,79,20,141,,2006,0,521,169,1316,,"173,00",,"0,00","0,00","0,00","0,00","0,00",,"173,00","0,00","173,00","0,00","0,00"
Região Administrativa Central,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 250.001 até 300.000 habitantes,3548906,São Carlos,,6332,58,37,4141,2096,,5650,54,23,4475,1098,,16066,0,6058,5760,4248,,12192,0,8112,847,3233,,9.390,262,6.881,0,2.247,,1172,262,724,0,186,,181,45,36,0,100,,1985,294,366,0,1325,,"657,00",,"374,00","0,00","0,00","374,00","0,00",,"283,00","0,00","283,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3549003,São Francisco,,60,0,0,60,0,,49,0,0,49,0,,119,0,98,21,0,,121,0,121,0,0,,50,0,50,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3549102,São João da Boa Vista,,2401,0,0,1693,708,,2153,0,0,1536,617,,5505,0,0,3590,1915,,4241,0,2683,0,1558,,3.416,282,1.973,0,1.161,,282,282,0,0,0,,45,35,0,0,10,,386,240,0,0,146,,"138,00",,"32,00","0,00","32,00","0,00","0,00",,"106,00","0,00","106,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3549201,São João das Duas Pontes,,46,0,0,46,0,,62,0,0,62,0,,146,0,0,146,0,,111,0,111,0,0,,44,0,44,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3549250,São João de Iracema,,63,0,0,63,0,,45,0,0,45,0,,110,0,0,110,0,,82,0,82,0,0,,48,0,48,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3549300,São João do Pau d'Alho,,48,0,0,48,0,,44,0,0,44,0,,109,0,0,109,0,,93,0,93,0,0,,78,0,78,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"5,00",,"3,00","0,00","3,00","0,00","0,00",,"2,00","0,00","2,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3549409,São Joaquim da Barra,,1059,0,0,615,444,,1100,0,0,985,115,,2811,0,1349,999,463,,2414,0,1954,0,460,,1.868,0,1.634,0,234,,668,0,668,0,0,,58,0,55,3,0,,405,0,404,1,0,,"103,00",,"58,00","0,00","39,00","19,00","0,00",,"45,00","0,00","45,00","0,00","0,00"
